Date,Day_of_week,Holiday,Moon_Phase,Average_wind,Max_temp,Min_temp,Total_precipitation,Average_mslp,Holiday_prev,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7
06-oct-20,2,0,83,3.323830162,289.9038,279.6972,0.876708977,100917.5883,0.0,53.0,39.0,43.0,41.0,45.0,38.0,51.0,57,52.0,58.0,65.0,53.0,60.0,50.0
07-oct-20,3,0,75,2.244581797,292.80847,279.6972,0.372314452,101483.4989,0.0,57.0,53.0,39.0,43.0,41.0,45.0,38.0,52,58.0,65.0,53.0,60.0,50.0,61.0
08-oct-20,4,0,65,2.549278998,292.80847,279.6972,0.096191406,102043.321,0.0,52.0,57.0,53.0,39.0,43.0,41.0,45.0,58,65.0,53.0,60.0,50.0,61.0,62.0
09-oct-20,5,0,55,2.549278998,294.30203,281.4486,0.038818359,102279.9817,0.0,58.0,52.0,57.0,53.0,39.0,43.0,41.0,65,53.0,60.0,50.0,61.0,62.0,57.0
10-oct-20,6,0,44,2.549278998,294.30203,281.4486,0.016235352,102379.1832,0.0,65.0,58.0,52.0,57.0,53.0,39.0,43.0,53,60.0,50.0,61.0,62.0,57.0,59.0
11-oct-20,7,0,34,3.64142656,294.30203,281.4486,0.025756836,102471.5305,0.0,53.0,65.0,58.0,52.0,57.0,53.0,39.0,60,50.0,61.0,62.0,57.0,59.0,49.0
12-oct-20,1,1,24,4.833706823,293.5775,281.33173,0.187988282,102612.9792,0.0,60.0,53.0,65.0,58.0,52.0,57.0,53.0,50,61.0,62.0,57.0,59.0,49.0,58.0
13-oct-20,2,0,16,4.833706823,288.0492,281.29517,0.318725587,102648.5582,1.0,50.0,60.0,53.0,65.0,58.0,52.0,57.0,61,62.0,57.0,59.0,49.0,58.0,75.0
14-oct-20,3,0,9,4.833706823,287.79187,281.29517,0.378051759,102309.6875,0.0,61.0,50.0,60.0,53.0,65.0,58.0,52.0,62,57.0,59.0,49.0,58.0,75.0,41.0
15-oct-20,4,0,4,3.632731724,287.79187,279.93182,0.349609375,101868.1216,0.0,62.0,61.0,50.0,60.0,53.0,65.0,58.0,57,59.0,49.0,58.0,75.0,41.0,55.0
16-oct-20,5,0,1,3.632731724,287.79187,278.23254,0.271606445,101696.633,0.0,57.0,62.0,61.0,50.0,60.0,53.0,65.0,59,49.0,58.0,75.0,41.0,55.0,52.0
17-oct-20,6,0,0,3.632731724,285.21667,275.68802,0.188842773,101815.9091,0.0,59.0,57.0,62.0,61.0,50.0,60.0,53.0,49,58.0,75.0,41.0,55.0,52.0,56.0
18-oct-20,7,0,2,3.167497876,289.45135,274.26343,0.055053711,101940.7331,0.0,49.0,59.0,57.0,62.0,61.0,50.0,60.0,58,75.0,41.0,55.0,52.0,56.0,60.0
19-oct-20,1,0,5,2.857980073,292.2079,274.26343,0.001586914,101984.6357,0.0,58.0,49.0,59.0,57.0,62.0,61.0,50.0,75,41.0,55.0,52.0,56.0,60.0,49.0
20-oct-20,2,0,11,5.065577034,292.4405,274.26343,0.005737305,101856.7692,0.0,75.0,58.0,49.0,59.0,57.0,62.0,61.0,41,55.0,52.0,56.0,60.0,49.0,61.0
21-oct-20,3,0,19,8.190648037,292.4405,275.44104,2.09094237,101538.5779,0.0,41.0,75.0,58.0,49.0,59.0,57.0,62.0,55,52.0,56.0,60.0,49.0,61.0,47.0
22-oct-20,4,0,27,8.190648037,293.40125,278.60663,2.68676756,101115.5865,0.0,55.0,41.0,75.0,58.0,49.0,59.0,57.0,52,56.0,60.0,49.0,61.0,47.0,51.0
23-oct-20,5,0,37,8.190648037,293.40125,286.12732,2.720458966,100987.8237,0.0,52.0,55.0,41.0,75.0,58.0,49.0,59.0,56,60.0,49.0,61.0,47.0,51.0,46.0
24-oct-20,6,0,48,5.978325855,293.40125,281.80835,0.678344721,101343.5156,0.0,56.0,52.0,55.0,41.0,75.0,58.0,49.0,60,49.0,61.0,47.0,51.0,46.0,37.0
25-oct-20,7,0,58,3.71011688,291.40515,279.34998,0.082519531,101786.725,0.0,60.0,56.0,52.0,55.0,41.0,75.0,58.0,49,61.0,47.0,51.0,46.0,37.0,39.0
26-oct-20,1,0,69,3.42692905,289.77533,279.34998,0.470214843,101763.5975,0.0,49.0,60.0,56.0,52.0,55.0,41.0,75.0,61,47.0,51.0,46.0,37.0,39.0,45.0
27-oct-20,2,0,78,3.42692905,289.52942,277.8935,0.511962889,101641.9733,0.0,61.0,49.0,60.0,56.0,52.0,55.0,41.0,47,51.0,46.0,37.0,39.0,45.0,44.0
28-oct-20,3,0,86,3.42692905,288.62402,277.4423,0.619384764,101521.2508,0.0,47.0,61.0,49.0,60.0,56.0,52.0,55.0,51,46.0,37.0,39.0,45.0,44.0,45.0
29-oct-20,4,0,93,2.483075451,289.96582,277.4423,0.192626952,101832.1916,0.0,51.0,47.0,61.0,49.0,60.0,56.0,52.0,46,37.0,39.0,45.0,44.0,45.0,44.0
30-oct-20,5,0,97,1.501081829,291.26755,277.4423,0.107788085,102179.4539,0.0,46.0,51.0,47.0,61.0,49.0,60.0,56.0,37,39.0,45.0,44.0,45.0,44.0,36.0
31-oct-20,6,0,100,1.177194311,291.86526,278.50134,0.000366211,102452.776,0.0,37.0,46.0,51.0,47.0,61.0,49.0,60.0,39,45.0,44.0,45.0,44.0,36.0,43.0
01-nov-20,7,0,100,1.290389586,293.2955,278.50134,0.0,102552.2481,0.0,39.0,37.0,46.0,51.0,47.0,61.0,49.0,45,44.0,45.0,44.0,36.0,43.0,50.0
02-nov-20,1,0,98,1.349822851,293.639,278.50134,0.007324219,102447.7248,0.0,45.0,39.0,37.0,46.0,51.0,47.0,61.0,44,45.0,44.0,36.0,43.0,50.0,46.0
03-nov-20,2,0,94,2.263914124,293.76605,278.76227,0.045776368,102338.554,0.0,44.0,45.0,39.0,37.0,46.0,51.0,47.0,45,44.0,36.0,43.0,50.0,46.0,54.0
04-nov-20,3,0,87,3.81348564,293.76605,280.31085,0.306274414,102499.1709,0.0,45.0,44.0,45.0,39.0,37.0,46.0,51.0,44,36.0,43.0,50.0,46.0,54.0,43.0
05-nov-20,4,0,80,3.81348564,293.76605,278.47693,0.361694336,102611.9268,0.0,44.0,45.0,44.0,45.0,39.0,37.0,46.0,36,43.0,50.0,46.0,54.0,43.0,41.0
06-nov-20,5,0,70,3.81348564,287.7123,278.47693,0.39074707,102719.8721,0.0,36.0,44.0,45.0,44.0,45.0,39.0,37.0,43,50.0,46.0,54.0,43.0,41.0,59.0
07-nov-20,6,0,60,6.399919918,289.622,278.47693,0.275634767,102427.5329,0.0,43.0,36.0,44.0,45.0,44.0,45.0,39.0,50,46.0,54.0,43.0,41.0,59.0,29.0
08-nov-20,7,0,50,6.399919918,289.622,278.6162,1.074218744,102118.092,0.0,50.0,43.0,36.0,44.0,45.0,44.0,45.0,46,54.0,43.0,41.0,59.0,29.0,42.0
09-nov-20,1,0,39,6.399919918,289.622,281.1735,1.006713861,101978.2048,0.0,46.0,50.0,43.0,36.0,44.0,45.0,44.0,54,43.0,41.0,59.0,29.0,42.0,46.0
10-nov-20,2,0,29,4.545804235,289.0019,280.91406,0.925415032,102043.9269,0.0,54.0,46.0,50.0,43.0,36.0,44.0,45.0,43,41.0,59.0,29.0,42.0,46.0,41.0
11-nov-20,3,0,20,2.981670046,289.0019,279.3701,0.066772461,102370.5304,0.0,43.0,54.0,46.0,50.0,43.0,36.0,44.0,41,59.0,29.0,42.0,46.0,41.0,40.0
12-nov-20,4,0,12,2.03878161,288.8354,278.00037,0.066772461,102476.96,0.0,41.0,43.0,54.0,46.0,50.0,43.0,36.0,59,29.0,42.0,46.0,41.0,40.0,47.0
13-nov-20,5,0,6,2.03878161,288.8354,278.00037,0.002685547,102498.4568,0.0,59.0,41.0,43.0,54.0,46.0,50.0,43.0,29,42.0,46.0,41.0,40.0,47.0,46.0
14-nov-20,6,0,2,2.03878161,288.13895,278.00037,0.0,102329.9028,0.0,29.0,59.0,41.0,43.0,54.0,46.0,50.0,42,46.0,41.0,40.0,47.0,46.0,43.0
15-nov-20,7,0,0,3.174821879,288.13895,279.1401,0.001342773,102183.7223,0.0,42.0,29.0,59.0,41.0,43.0,54.0,46.0,46,41.0,40.0,47.0,46.0,43.0,40.0
16-nov-20,1,0,0,3.174821879,289.48987,279.6516,0.424438475,102019.6215,0.0,46.0,42.0,29.0,59.0,41.0,43.0,54.0,41,40.0,47.0,46.0,43.0,40.0,32.0
17-nov-20,2,0,3,3.174821879,289.48987,277.31738,0.514770505,102145.3803,0.0,41.0,46.0,42.0,29.0,59.0,41.0,43.0,40,47.0,46.0,43.0,40.0,32.0,25.0
18-nov-20,3,0,8,2.618842853,289.64575,275.45813,0.513427732,102339.0851,0.0,40.0,41.0,46.0,42.0,29.0,59.0,41.0,47,46.0,43.0,40.0,32.0,25.0,43.0
19-nov-20,4,0,14,2.392349334,290.06934,275.45813,0.09033203,102641.7266,0.0,47.0,40.0,41.0,46.0,42.0,29.0,59.0,46,43.0,40.0,32.0,25.0,43.0,41.0
20-nov-20,5,0,23,3.196089637,290.06934,275.45813,0.014282227,102924.3081,0.0,46.0,47.0,40.0,41.0,46.0,42.0,29.0,43,40.0,32.0,25.0,43.0,41.0,40.0
21-nov-20,6,0,32,4.047140663,290.06934,276.93414,0.014648437,103212.3429,0.0,43.0,46.0,47.0,40.0,41.0,46.0,42.0,40,32.0,25.0,43.0,41.0,40.0,35.0
22-nov-20,7,0,42,4.047140663,287.0033,272.99054,0.014648437,103311.7127,0.0,40.0,43.0,46.0,47.0,40.0,41.0,46.0,32,25.0,43.0,41.0,40.0,35.0,48.0
23-nov-20,1,0,53,4.047140663,285.94348,270.90753,0.000366211,103131.3958,0.0,32.0,40.0,43.0,46.0,47.0,40.0,41.0,25,43.0,41.0,40.0,35.0,48.0,49.0
24-nov-20,2,0,63,2.026327479,285.94348,270.90753,0.0,102908.9652,0.0,25.0,32.0,40.0,43.0,46.0,47.0,40.0,43,41.0,40.0,35.0,48.0,49.0,63.0
25-nov-20,3,0,73,1.969791995,285.811,270.90753,0.0,102657.994,0.0,43.0,25.0,32.0,40.0,43.0,46.0,47.0,41,40.0,35.0,48.0,49.0,63.0,58.0
26-nov-20,4,0,82,4.221659993,285.811,272.0182,0.004150391,102251.3055,0.0,41.0,43.0,25.0,32.0,40.0,43.0,46.0,40,35.0,48.0,49.0,63.0,58.0,43.0
27-nov-20,5,0,89,4.593093922,285.84857,272.0182,0.026000977,101823.3726,0.0,40.0,41.0,43.0,25.0,32.0,40.0,43.0,35,48.0,49.0,63.0,58.0,43.0,41.0
28-nov-20,6,0,95,4.593093922,286.5874,276.85876,0.066040039,101484.1268,0.0,35.0,40.0,41.0,43.0,25.0,32.0,40.0,48,49.0,63.0,58.0,43.0,41.0,39.0
29-nov-20,7,0,99,4.593093922,286.96646,276.9402,0.064941406,101208.9687,0.0,48.0,35.0,40.0,41.0,43.0,25.0,32.0,49,63.0,58.0,43.0,41.0,39.0,50.0
30-nov-20,1,1,100,1.590772509,287.29276,276.9402,0.04309082,101248.0196,0.0,49.0,48.0,35.0,40.0,41.0,43.0,25.0,63,58.0,43.0,41.0,39.0,50.0,37.0
01-dic-20,2,0,99,1.563567672,287.29276,275.02438,0.004150391,101622.5459,1.0,63.0,49.0,48.0,35.0,40.0,41.0,43.0,58,43.0,41.0,39.0,50.0,37.0,52.0
02-dic-20,3,0,96,3.547090549,287.29276,275.02438,0.040283203,102147.6217,0.0,58.0,63.0,49.0,48.0,35.0,40.0,41.0,43,41.0,39.0,50.0,37.0,52.0,58.0
03-dic-20,4,1,91,4.037803425,285.93353,275.02438,0.046142578,102281.7955,0.0,43.0,58.0,63.0,49.0,48.0,35.0,40.0,41,39.0,50.0,37.0,52.0,58.0,45.0
04-dic-20,5,0,84,4.037803425,282.8833,274.348,0.081054687,101787.304,1.0,41.0,43.0,58.0,63.0,49.0,48.0,35.0,39,50.0,37.0,52.0,58.0,45.0,37.0
05-dic-20,6,0,75,4.037803425,282.67325,273.89734,0.164550782,100806.5272,0.0,39.0,41.0,43.0,58.0,63.0,49.0,48.0,50,37.0,52.0,58.0,45.0,37.0,34.0
06-dic-20,7,0,66,2.081070645,282.67325,272.41556,0.179199219,100152.9351,0.0,50.0,39.0,41.0,43.0,58.0,63.0,49.0,37,52.0,58.0,45.0,37.0,34.0,41.0
07-dic-20,1,1,55,2.559820452,279.64337,272.41556,0.251220705,100097.9635,0.0,37.0,50.0,39.0,41.0,43.0,58.0,63.0,52,58.0,45.0,37.0,34.0,41.0,45.0
08-dic-20,2,1,45,2.559820452,280.7387,272.41556,0.637939455,100381.4078,1.0,52.0,37.0,50.0,39.0,41.0,43.0,58.0,58,45.0,37.0,34.0,41.0,45.0,51.0
09-dic-20,3,0,34,4.142828567,280.7387,275.46198,0.712890627,100631.7697,1.0,58.0,52.0,37.0,50.0,39.0,41.0,43.0,45,37.0,34.0,41.0,45.0,51.0,35.0
10-dic-20,4,0,25,4.142828567,280.7387,275.39987,0.676391603,100939.867,0.0,45.0,58.0,52.0,37.0,50.0,39.0,41.0,37,34.0,41.0,45.0,51.0,35.0,46.0
11-dic-20,5,0,16,4.142828567,282.85364,275.39987,0.978759769,101146.1535,0.0,37.0,45.0,58.0,52.0,37.0,50.0,39.0,34,41.0,45.0,51.0,35.0,46.0,43.0
12-dic-20,6,0,9,2.743414562,284.77112,275.39987,1.956054682,101039.6477,0.0,34.0,37.0,45.0,58.0,52.0,37.0,50.0,41,45.0,51.0,35.0,46.0,43.0,43.0
13-dic-20,7,0,4,3.645177743,284.77112,277.72644,2.324218745,100919.1373,0.0,41.0,34.0,37.0,45.0,58.0,52.0,37.0,45,51.0,35.0,46.0,43.0,43.0,60.0
14-dic-20,1,0,1,3.645177743,285.47498,276.80664,1.513549798,101080.0367,0.0,45.0,41.0,34.0,37.0,45.0,58.0,52.0,51,35.0,46.0,43.0,43.0,60.0,48.0
15-dic-20,2,0,0,3.645177743,285.47498,276.80664,0.550415039,101271.2501,0.0,51.0,45.0,41.0,34.0,37.0,45.0,58.0,35,46.0,43.0,43.0,60.0,48.0,57.0
16-dic-20,3,0,1,2.553805788,285.47498,276.80664,0.191650388,101304.3352,0.0,35.0,51.0,45.0,41.0,34.0,37.0,45.0,46,43.0,43.0,60.0,48.0,57.0,52.0
17-dic-20,4,0,5,3.985098971,285.0382,278.27026,0.196899412,101369.3369,0.0,46.0,35.0,51.0,45.0,41.0,34.0,37.0,43,43.0,60.0,48.0,57.0,52.0,60.0
18-dic-20,5,0,11,3.985098971,285.07938,276.67416,0.096191406,101771.652,0.0,43.0,46.0,35.0,51.0,45.0,41.0,34.0,43,60.0,48.0,57.0,52.0,60.0,29.0
19-dic-20,6,0,18,3.985098971,285.07938,275.47345,0.015380859,102075.8706,0.0,43.0,43.0,46.0,35.0,51.0,45.0,41.0,60,48.0,57.0,52.0,60.0,29.0,30.0
20-dic-20,7,0,27,2.528382148,285.07938,275.47345,0.206787109,102193.4019,0.0,60.0,43.0,43.0,46.0,35.0,51.0,45.0,48,57.0,52.0,60.0,29.0,30.0,60.0
21-dic-20,1,0,37,2.528382148,284.29602,275.47345,0.204711913,102212.8708,0.0,48.0,60.0,43.0,43.0,46.0,35.0,51.0,57,52.0,60.0,29.0,30.0,60.0,44.0
22-dic-20,2,0,47,2.45360563,284.29602,277.57184,0.57543945,102364.5776,0.0,57.0,48.0,60.0,43.0,43.0,46.0,35.0,52,60.0,29.0,30.0,60.0,44.0,50.0
23-dic-20,3,0,58,1.686447679,284.29602,276.86072,0.377807615,102599.8442,0.0,52.0,57.0,48.0,60.0,43.0,43.0,46.0,60,29.0,30.0,60.0,44.0,50.0,37.0
24-dic-20,4,0,68,1.958613473,284.25623,276.86072,0.525146483,102589.1601,0.0,60.0,52.0,57.0,48.0,60.0,43.0,43.0,29,30.0,60.0,44.0,50.0,37.0,42.0
25-dic-20,5,1,78,2.927637628,284.25623,276.86072,0.233276368,102515.2912,0.0,29.0,60.0,52.0,57.0,48.0,60.0,43.0,30,60.0,44.0,50.0,37.0,42.0,42.0
26-dic-20,6,0,86,4.335775948,284.25623,273.90588,0.244750977,102631.8595,1.0,30.0,29.0,60.0,52.0,57.0,48.0,60.0,60,44.0,50.0,37.0,42.0,42.0,39.0
27-dic-20,7,0,92,4.335775948,281.7464,273.90588,0.091186523,102859.4568,0.0,60.0,30.0,29.0,60.0,52.0,57.0,48.0,44,50.0,37.0,42.0,42.0,39.0,40.0
28-dic-20,1,0,97,4.335775948,278.9455,272.1855,0.096923827,102303.9888,0.0,44.0,60.0,30.0,29.0,60.0,52.0,57.0,50,37.0,42.0,42.0,39.0,40.0,35.0
29-dic-20,2,0,100,3.939924109,280.74304,272.1855,0.213989256,101177.4638,0.0,50.0,44.0,60.0,30.0,29.0,60.0,52.0,37,42.0,42.0,39.0,40.0,35.0,41.0
30-dic-20,3,0,100,3.939924109,280.74304,272.1855,0.21948242,100293.7525,0.0,37.0,50.0,44.0,60.0,30.0,29.0,60.0,42,42.0,39.0,40.0,35.0,41.0,29.0
31-dic-20,4,0,98,3.939924109,280.74304,275.09723,0.163208007,100495.7899,0.0,42.0,37.0,50.0,44.0,60.0,30.0,29.0,42,39.0,40.0,35.0,41.0,29.0,34.0
01-ene-21,5,1,94,3.052451161,278.95416,275.05542,0.130371094,101018.4651,0.0,42.0,42.0,37.0,50.0,44.0,60.0,30.0,39,40.0,35.0,41.0,29.0,34.0,39.0
02-ene-21,6,0,88,2.781391093,278.5827,273.86206,0.134521484,101203.6563,1.0,39.0,42.0,42.0,37.0,50.0,44.0,60.0,40,35.0,41.0,29.0,34.0,39.0,33.0
03-ene-21,7,0,80,3.914415139,278.5827,272.92523,0.106689453,101172.486,0.0,40.0,39.0,42.0,42.0,37.0,50.0,44.0,35,41.0,29.0,34.0,39.0,33.0,24.0
04-ene-21,1,0,71,3.914415139,278.5827,271.86383,0.019897461,101246.6137,0.0,35.0,40.0,39.0,42.0,42.0,37.0,50.0,41,29.0,34.0,39.0,33.0,24.0,38.0
05-ene-21,2,0,61,3.914415139,276.82245,270.19073,0.010498047,101300.6031,0.0,41.0,35.0,40.0,39.0,42.0,42.0,37.0,29,34.0,39.0,33.0,24.0,38.0,54.0
06-ene-21,3,1,50,2.055614463,276.82245,270.19073,0.010375977,101276.1373,0.0,29.0,41.0,35.0,40.0,39.0,42.0,42.0,34,39.0,33.0,24.0,38.0,54.0,38.0
07-ene-21,4,0,40,2.055614463,277.72906,268.28052,0.001342773,101326.0033,1.0,34.0,29.0,41.0,35.0,40.0,39.0,42.0,39,33.0,24.0,38.0,54.0,38.0,37.0
08-ene-21,5,0,30,1.663560792,277.72906,267.40387,0.000488281,101506.6942,0.0,39.0,34.0,29.0,41.0,35.0,40.0,39.0,33,24.0,38.0,54.0,38.0,37.0,33.0
09-ene-21,6,0,20,2.349906246,277.72906,267.40387,0.0,101591.9032,0.0,33.0,39.0,34.0,29.0,41.0,35.0,40.0,24,38.0,54.0,38.0,37.0,33.0,44.0
10-ene-21,7,0,13,2.770235065,275.43726,267.40387,0.0,101478.6856,0.0,24.0,33.0,39.0,34.0,29.0,41.0,35.0,38,54.0,38.0,37.0,33.0,44.0,63.0
11-ene-21,1,0,6,4.233516498,275.22272,267.4809,0.0,101512.1824,0.0,38.0,24.0,33.0,39.0,34.0,29.0,41.0,54,38.0,37.0,33.0,44.0,63.0,42.0
12-ene-21,2,0,2,4.913636474,275.24084,271.12054,0.0,101851.752,0.0,54.0,38.0,24.0,33.0,39.0,34.0,29.0,38,37.0,33.0,44.0,63.0,42.0,62.0
13-ene-21,3,0,0,4.913636474,278.90894,271.4218,0.002929687,102455.2527,0.0,38.0,54.0,38.0,24.0,33.0,39.0,34.0,37,33.0,44.0,63.0,42.0,62.0,44.0
14-ene-21,4,0,0,4.913636474,280.72278,271.52588,0.007080078,102922.698,0.0,37.0,38.0,54.0,38.0,24.0,33.0,39.0,33,44.0,63.0,42.0,62.0,44.0,31.0
15-ene-21,5,0,3,3.201409256,280.72278,272.06244,0.013305664,103038.33,0.0,33.0,37.0,38.0,54.0,38.0,24.0,33.0,44,63.0,42.0,62.0,44.0,31.0,51.0
16-ene-21,6,0,7,4.598652831,281.6106,274.8772,0.029052734,102993.4358,0.0,44.0,33.0,37.0,38.0,54.0,38.0,24.0,63,42.0,62.0,44.0,31.0,51.0,50.0
17-ene-21,7,0,14,4.598652831,284.1129,274.73285,0.025390625,102931.0695,0.0,63.0,44.0,33.0,37.0,38.0,54.0,38.0,42,62.0,44.0,31.0,51.0,50.0,65.0
18-ene-21,1,0,22,4.598652831,284.1129,274.00293,0.032592773,102928.5059,0.0,42.0,63.0,44.0,33.0,37.0,38.0,54.0,62,44.0,31.0,51.0,50.0,65.0,50.0
19-ene-21,2,0,31,2.81411774,284.1129,274.00293,0.013916016,102898.7013,0.0,62.0,42.0,63.0,44.0,33.0,37.0,38.0,44,31.0,51.0,50.0,65.0,50.0,51.0
20-ene-21,3,0,42,2.493800327,283.63898,272.55664,0.013549805,102683.3445,0.0,44.0,62.0,42.0,63.0,44.0,33.0,37.0,31,51.0,50.0,65.0,50.0,51.0,60.0
21-ene-21,4,0,52,6.029926575,283.63898,272.55664,0.017944336,102031.9444,0.0,31.0,44.0,62.0,42.0,63.0,44.0,33.0,51,50.0,65.0,50.0,51.0,60.0,52.0
22-ene-21,5,0,63,6.029926575,284.97266,272.55664,0.053955078,101352.3514,0.0,51.0,31.0,44.0,62.0,42.0,63.0,44.0,50,65.0,50.0,51.0,60.0,52.0,47.0
23-ene-21,6,0,73,6.029926575,284.97266,275.02014,0.144897461,100765.6699,0.0,50.0,51.0,31.0,44.0,62.0,42.0,63.0,65,50.0,51.0,60.0,52.0,47.0,50.0
24-ene-21,7,0,82,4.04413622,284.97266,275.02014,0.426391606,100673.1126,0.0,65.0,50.0,51.0,31.0,44.0,62.0,42.0,50,51.0,60.0,52.0,47.0,50.0,58.0
25-ene-21,1,0,89,4.04413622,283.03674,275.02014,0.556396488,100737.9399,0.0,50.0,65.0,50.0,51.0,31.0,44.0,62.0,51,60.0,52.0,47.0,50.0,58.0,58.0
26-ene-21,2,0,95,2.915086111,283.03674,275.7143,0.950073245,100990.3894,0.0,51.0,50.0,65.0,50.0,51.0,31.0,44.0,60,52.0,47.0,50.0,58.0,58.0,61.0
27-ene-21,3,0,98,2.915086111,283.64404,272.02325,0.669799804,101521.5736,0.0,60.0,51.0,50.0,65.0,50.0,51.0,31.0,52,47.0,50.0,58.0,58.0,61.0,57.0
28-ene-21,4,0,100,1.904478034,287.19666,272.02325,0.591552734,101974.8297,0.0,52.0,60.0,51.0,50.0,65.0,50.0,51.0,47,50.0,58.0,58.0,61.0,57.0,46.0
29-ene-21,5,0,99,1.854975282,289.8223,272.02325,0.107543946,102247.8428,0.0,47.0,52.0,60.0,51.0,50.0,65.0,50.0,50,58.0,58.0,61.0,57.0,46.0,51.0
30-ene-21,6,0,96,2.194302431,289.8223,279.65244,0.09765625,102076.5258,0.0,50.0,47.0,52.0,60.0,51.0,50.0,65.0,58,58.0,61.0,57.0,46.0,51.0,39.0
31-ene-21,7,0,91,2.746793293,289.8223,279.33984,0.29418945,101577.7238,0.0,58.0,50.0,47.0,52.0,60.0,51.0,50.0,58,61.0,57.0,46.0,51.0,39.0,35.0
01-feb-21,1,0,84,3.141747243,288.92365,279.33984,0.498046871,101124.9403,0.0,58.0,58.0,50.0,47.0,52.0,60.0,51.0,61,57.0,46.0,51.0,39.0,35.0,33.0
02-feb-21,2,0,76,3.141747243,285.38586,279.33984,0.6776123,100888.7788,0.0,61.0,58.0,58.0,50.0,47.0,52.0,60.0,57,46.0,51.0,39.0,35.0,33.0,59.0
03-feb-21,3,0,66,3.141747243,289.25378,279.74463,0.395019529,101049.3785,0.0,57.0,61.0,58.0,58.0,50.0,47.0,52.0,46,51.0,39.0,35.0,33.0,59.0,43.0
04-feb-21,4,0,56,2.915120054,289.25378,280.8321,0.256958007,101191.6906,0.0,46.0,57.0,61.0,58.0,58.0,50.0,47.0,51,39.0,35.0,33.0,59.0,43.0,46.0
05-feb-21,5,0,45,2.881717065,289.25378,280.8321,0.155639648,101197.4523,0.0,51.0,46.0,57.0,61.0,58.0,58.0,50.0,39,35.0,33.0,59.0,43.0,46.0,40.0
06-feb-21,6,0,35,2.881717065,288.27417,280.51474,0.175292968,101004.8413,0.0,39.0,51.0,46.0,57.0,61.0,58.0,58.0,35,33.0,59.0,43.0,46.0,40.0,45.0
07-feb-21,7,0,25,2.730431422,288.27417,277.6488,0.706909181,100731.0341,0.0,35.0,39.0,51.0,46.0,57.0,61.0,58.0,33,59.0,43.0,46.0,40.0,45.0,45.0
08-feb-21,1,0,17,2.730431422,287.56198,276.1953,0.646362307,100595.6016,0.0,33.0,35.0,39.0,51.0,46.0,57.0,61.0,59,43.0,46.0,40.0,45.0,45.0,46.0
09-feb-21,2,0,9,2.730431422,284.58533,276.1953,0.753540041,100374.1165,0.0,59.0,33.0,35.0,39.0,51.0,46.0,57.0,43,46.0,40.0,45.0,45.0,46.0,46.0
10-feb-21,3,0,4,3.308475832,284.58533,276.1953,0.304565428,100300.2173,0.0,43.0,59.0,33.0,35.0,39.0,51.0,46.0,46,40.0,45.0,45.0,46.0,46.0,46.0
11-feb-21,4,0,1,3.308475832,284.58533,276.56168,0.370849608,100372.7807,0.0,46.0,43.0,59.0,33.0,35.0,39.0,51.0,40,45.0,45.0,46.0,46.0,46.0,35.0
12-feb-21,5,0,0,3.308475832,287.6703,274.98285,0.268188475,100923.1262,0.0,40.0,46.0,43.0,59.0,33.0,35.0,39.0,45,45.0,46.0,46.0,46.0,35.0,30.0
13-feb-21,6,0,1,3.550524584,287.6703,274.98285,0.656494138,101476.6557,0.0,45.0,40.0,46.0,43.0,59.0,33.0,35.0,45,46.0,46.0,46.0,35.0,30.0,43.0
14-feb-21,7,0,5,3.550524584,287.6703,274.98285,0.565429685,102044.6964,0.0,45.0,45.0,40.0,46.0,43.0,59.0,33.0,46,46.0,46.0,35.0,30.0,43.0,57.0
15-feb-21,1,0,10,3.69034963,285.53094,273.3374,0.541748045,102474.534,0.0,46.0,45.0,45.0,40.0,46.0,43.0,59.0,46,46.0,35.0,30.0,43.0,57.0,71.0
16-feb-21,2,0,18,4.714259745,285.53094,273.3374,0.015136719,102958.3821,0.0,46.0,46.0,45.0,45.0,40.0,46.0,43.0,46,35.0,30.0,43.0,57.0,71.0,55.0
17-feb-21,3,0,26,4.714259745,285.83127,273.3374,0.01953125,102970.1528,0.0,46.0,46.0,46.0,45.0,45.0,40.0,46.0,35,30.0,43.0,57.0,71.0,55.0,43.0
18-feb-21,4,0,36,4.714259745,288.1166,278.18744,0.017333984,102674.3455,0.0,35.0,46.0,46.0,46.0,45.0,45.0,40.0,30,43.0,57.0,71.0,55.0,43.0,43.0
19-feb-21,5,0,47,3.254754069,289.5055,278.18744,0.01965332,102136.0172,0.0,30.0,35.0,46.0,46.0,46.0,45.0,45.0,43,57.0,71.0,55.0,43.0,43.0,46.0
20-feb-21,6,0,57,4.321882539,290.4099,278.18744,0.013183594,101810.8698,0.0,43.0,30.0,35.0,46.0,46.0,46.0,45.0,57,71.0,55.0,43.0,43.0,46.0,57.0
21-feb-21,7,0,67,6.760670037,290.4099,279.2934,0.013183594,101516.6147,0.0,57.0,43.0,30.0,35.0,46.0,46.0,46.0,71,55.0,43.0,43.0,46.0,57.0,64.0
22-feb-21,1,0,77,6.760670037,290.4099,279.2934,0.205810547,101280.4706,0.0,71.0,57.0,43.0,30.0,35.0,46.0,46.0,55,43.0,43.0,46.0,57.0,64.0,57.0
