Date,Day_of_week,Holiday,Moon_Phase,Average_wind,Max_temp,Min_temp,Total_precipitation,Average_mslp,Holiday_prev,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7
24-may-18,4,0,68,1.978435289,294.7055,281.74362,0.05065918,101438.987,0.0,33.0,48.0,48.0,55.0,55.0,36.0,45.0,36,39.0,43.0,40.0,45.0,37.0,51.0
25-may-18,5,0,77,1.978435289,296.8191,281.74362,0.103759766,101576.2812,0.0,36.0,33.0,48.0,48.0,55.0,55.0,36.0,39,43.0,40.0,45.0,37.0,51.0,46.0
26-may-18,6,0,85,1.762583576,296.8191,281.74362,0.219848632,101544.3855,0.0,39.0,36.0,33.0,48.0,48.0,55.0,55.0,43,40.0,45.0,37.0,51.0,46.0,28.0
27-may-18,7,0,92,2.509699204,296.8191,286.06183,0.447265622,101413.841,0.0,43.0,39.0,36.0,33.0,48.0,48.0,55.0,40,45.0,37.0,51.0,46.0,28.0,47.0
28-may-18,1,0,97,2.509699204,295.86194,286.01794,0.36437988,101365.4051,0.0,40.0,43.0,39.0,36.0,33.0,48.0,48.0,45,37.0,51.0,46.0,28.0,47.0,61.0
29-may-18,2,0,99,3.547623011,294.25134,286.01794,0.275512693,101404.3051,0.0,45.0,40.0,43.0,39.0,36.0,33.0,48.0,37,51.0,46.0,28.0,47.0,61.0,60.0
30-may-18,3,0,100,3.547623011,294.25134,285.66272,0.168457029,101436.1733,0.0,37.0,45.0,40.0,43.0,39.0,36.0,33.0,51,46.0,28.0,47.0,61.0,60.0,36.0
31-may-18,4,0,98,3.547623011,293.36737,285.66272,0.30957031,101412.1666,0.0,51.0,37.0,45.0,40.0,43.0,39.0,36.0,46,28.0,47.0,61.0,60.0,36.0,44.0
01-jun-18,5,0,94,1.570854149,293.71918,285.66272,0.337646482,101496.9403,0.0,46.0,51.0,37.0,45.0,40.0,43.0,39.0,28,47.0,61.0,60.0,36.0,44.0,31.0
02-jun-18,6,0,88,1.80802024,295.87158,286.31564,0.271728516,101658.4531,0.0,28.0,46.0,51.0,37.0,45.0,40.0,43.0,47,61.0,60.0,36.0,44.0,31.0,43.0
03-jun-18,7,0,80,1.80802024,295.91217,286.31564,0.179931641,101785.5641,0.0,47.0,28.0,46.0,51.0,37.0,45.0,40.0,61,60.0,36.0,44.0,31.0,43.0,67.0
04-jun-18,1,0,71,1.80802024,295.91217,286.29333,0.181518556,101670.4538,0.0,61.0,47.0,28.0,46.0,51.0,37.0,45.0,60,36.0,44.0,31.0,43.0,67.0,63.0
05-jun-18,2,0,61,1.753652876,295.91217,286.29333,0.290405273,101456.2674,0.0,60.0,61.0,47.0,28.0,46.0,51.0,37.0,36,44.0,31.0,43.0,67.0,63.0,53.0
06-jun-18,3,0,51,2.125902113,295.73572,284.90656,0.397460938,101294.091,0.0,36.0,60.0,61.0,47.0,28.0,46.0,51.0,44,31.0,43.0,67.0,63.0,53.0,46.0
07-jun-18,4,0,40,2.363440552,291.8125,283.67004,0.402709961,101309.6145,0.0,44.0,36.0,60.0,61.0,47.0,28.0,46.0,31,43.0,67.0,63.0,53.0,46.0,37.0
08-jun-18,5,0,30,2.363440552,295.0938,283.67004,0.289794923,101418.1709,0.0,31.0,44.0,36.0,60.0,61.0,47.0,28.0,43,67.0,63.0,53.0,46.0,37.0,43.0
09-jun-18,6,0,21,3.190415793,295.3836,283.67004,0.220581056,101414.2118,0.0,43.0,31.0,44.0,36.0,60.0,61.0,47.0,67,63.0,53.0,46.0,37.0,43.0,37.0
10-jun-18,7,0,13,3.190415793,295.3836,284.59894,0.540405276,101337.9019,0.0,67.0,43.0,31.0,44.0,36.0,60.0,61.0,63,53.0,46.0,37.0,43.0,37.0,41.0
11-jun-18,1,0,7,3.190415793,295.3836,284.28833,0.506225589,101217.7145,0.0,63.0,67.0,43.0,31.0,44.0,36.0,60.0,53,46.0,37.0,43.0,37.0,41.0,34.0
12-jun-18,2,0,2,2.306852921,294.55402,284.28833,0.481689456,101229.1495,0.0,53.0,63.0,67.0,43.0,31.0,44.0,36.0,46,37.0,43.0,37.0,41.0,34.0,43.0
13-jun-18,3,0,0,3.883247548,293.588,284.28833,1.30932617,101319.759,0.0,46.0,53.0,63.0,67.0,43.0,31.0,44.0,37,43.0,37.0,41.0,34.0,43.0,42.0
14-jun-18,4,0,0,5.027546682,291.73303,284.52075,1.338378905,101586.0298,0.0,37.0,46.0,53.0,63.0,67.0,43.0,31.0,43,37.0,41.0,34.0,43.0,42.0,38.0
15-jun-18,5,0,3,5.027546682,291.8761,284.31503,1.27050781,101809.6722,0.0,43.0,37.0,46.0,53.0,63.0,67.0,43.0,37,41.0,34.0,43.0,42.0,38.0,31.0
16-jun-18,6,0,7,5.027546682,293.04248,283.06113,0.064819336,101930.6738,0.0,37.0,43.0,37.0,46.0,53.0,63.0,67.0,41,34.0,43.0,42.0,38.0,31.0,30.0
17-jun-18,7,0,14,4.066925944,293.31104,283.06113,0.007080078,101917.443,0.0,41.0,37.0,43.0,37.0,46.0,53.0,63.0,34,43.0,42.0,38.0,31.0,30.0,40.0
18-jun-18,1,0,22,3.788181787,293.65784,283.06113,0.005493164,102068.7615,0.0,34.0,41.0,37.0,43.0,37.0,46.0,53.0,43,42.0,38.0,31.0,30.0,40.0,49.0
19-jun-18,2,0,31,4.168808292,293.65784,284.22858,0.007202148,102299.7119,0.0,43.0,34.0,41.0,37.0,43.0,37.0,46.0,42,38.0,31.0,30.0,40.0,49.0,48.0
20-jun-18,3,0,41,4.168808292,297.01147,284.22858,0.006958008,102385.1083,0.0,42.0,43.0,34.0,41.0,37.0,43.0,37.0,38,31.0,30.0,40.0,49.0,48.0,39.0
21-jun-18,4,0,52,4.168808292,302.80664,284.3576,0.006591797,102198.1542,0.0,38.0,42.0,43.0,34.0,41.0,37.0,43.0,31,30.0,40.0,49.0,48.0,39.0,47.0
22-jun-18,5,0,62,2.80643929,302.80664,287.0071,0.000854492,102005.5544,0.0,31.0,38.0,42.0,43.0,34.0,41.0,37.0,30,40.0,49.0,48.0,39.0,47.0,39.0
23-jun-18,6,0,72,3.885863052,302.80664,287.0071,0.000610352,101955.2628,0.0,30.0,31.0,38.0,42.0,43.0,34.0,41.0,40,49.0,48.0,39.0,47.0,39.0,47.0
24-jun-18,7,0,81,3.885863052,299.65784,284.15204,0.000610352,101999.3482,0.0,40.0,30.0,31.0,38.0,42.0,43.0,34.0,49,48.0,39.0,47.0,39.0,47.0,45.0
25-jun-18,1,0,89,3.885863052,300.7616,282.99164,0.000366211,101933.6617,0.0,49.0,40.0,30.0,31.0,38.0,42.0,43.0,48,39.0,47.0,39.0,47.0,45.0,42.0
26-jun-18,2,0,95,3.111155074,300.7616,282.99164,0.0,101804.4239,0.0,48.0,49.0,40.0,30.0,31.0,38.0,42.0,39,47.0,39.0,47.0,45.0,42.0,53.0
27-jun-18,3,0,98,2.331229373,302.90417,282.99164,0.0,101709.0972,0.0,39.0,48.0,49.0,40.0,30.0,31.0,38.0,47,39.0,47.0,45.0,42.0,53.0,37.0
28-jun-18,4,0,100,2.417907807,302.90417,285.0963,0.006103516,101697.9019,0.0,47.0,39.0,48.0,49.0,40.0,30.0,31.0,39,47.0,45.0,42.0,53.0,37.0,51.0
29-jun-18,5,0,99,3.471563848,302.90417,285.0963,0.00769043,101614.0488,0.0,39.0,47.0,39.0,48.0,49.0,40.0,30.0,47,45.0,42.0,53.0,37.0,51.0,32.0
30-jun-18,6,0,96,3.471563848,300.16467,288.8166,0.033325195,101406.2963,0.0,47.0,39.0,47.0,39.0,48.0,49.0,40.0,45,42.0,53.0,37.0,51.0,32.0,19.0
01-jul-18,7,0,91,3.471563848,301.71204,288.8166,0.08984375,101119.2667,0.0,45.0,47.0,39.0,47.0,39.0,48.0,49.0,42,53.0,37.0,51.0,32.0,19.0,50.0
02-jul-18,1,0,85,3.411463568,302.13354,288.8166,0.099853516,100963.6867,0.0,42.0,45.0,47.0,39.0,47.0,39.0,48.0,53,37.0,51.0,32.0,19.0,50.0,37.0
03-jul-18,2,0,76,3.411463568,302.13354,289.32648,0.108154298,101066.2927,0.0,53.0,42.0,45.0,47.0,39.0,47.0,39.0,37,51.0,32.0,19.0,50.0,37.0,39.0
04-jul-18,3,0,67,2.358346297,302.13354,289.32648,0.047973633,101311.7832,0.0,37.0,53.0,42.0,45.0,47.0,39.0,47.0,51,32.0,19.0,50.0,37.0,39.0,36.0
05-jul-18,4,0,56,2.680237183,302.02368,289.32648,0.103881836,101509.5834,0.0,51.0,37.0,53.0,42.0,45.0,47.0,39.0,32,19.0,50.0,37.0,39.0,36.0,39.0
06-jul-18,5,0,46,3.38851128,302.02368,288.24365,0.081542969,101766.4019,0.0,32.0,51.0,37.0,53.0,42.0,45.0,47.0,19,50.0,37.0,39.0,36.0,39.0,36.0
07-jul-18,6,0,35,3.38851128,302.02368,288.0625,0.079223633,101966.3628,0.0,19.0,32.0,51.0,37.0,53.0,42.0,45.0,50,37.0,39.0,36.0,39.0,36.0,26.0
08-jul-18,7,0,26,3.38851128,300.43567,288.03595,0.018310547,102120.7353,0.0,50.0,19.0,32.0,51.0,37.0,53.0,42.0,37,39.0,36.0,39.0,36.0,26.0,37.0
09-jul-18,1,0,17,2.426256391,301.2588,288.03595,0.008544922,102085.1321,0.0,37.0,50.0,19.0,32.0,51.0,37.0,53.0,39,36.0,39.0,36.0,26.0,37.0,39.0
10-jul-18,2,0,10,3.383575123,301.2588,288.03595,0.017822266,102029.6286,0.0,39.0,37.0,50.0,19.0,32.0,51.0,37.0,36,39.0,36.0,26.0,37.0,39.0,37.0
11-jul-18,3,0,4,3.383575123,301.2588,289.01385,0.011352539,101986.9271,0.0,36.0,39.0,37.0,50.0,19.0,32.0,51.0,39,36.0,26.0,37.0,39.0,37.0,40.0
12-jul-18,4,0,1,3.388344279,300.1554,287.81494,0.018432617,101844.6917,0.0,39.0,36.0,39.0,37.0,50.0,19.0,32.0,36,26.0,37.0,39.0,37.0,40.0,41.0
13-jul-18,5,0,0,3.388344279,299.17432,287.81494,0.014648437,101723.2664,0.0,36.0,39.0,36.0,39.0,37.0,50.0,19.0,26,37.0,39.0,37.0,40.0,41.0,33.0
14-jul-18,6,0,1,3.388344279,300.80652,287.1233,0.050292969,101681.4148,0.0,26.0,36.0,39.0,36.0,39.0,37.0,50.0,37,39.0,37.0,40.0,41.0,33.0,41.0
15-jul-18,7,0,5,2.80372557,303.6344,287.1233,0.043579102,101683.7273,0.0,37.0,26.0,36.0,39.0,36.0,39.0,37.0,39,37.0,40.0,41.0,33.0,41.0,30.0
16-jul-18,1,0,10,2.202117483,303.6344,287.1233,0.046142578,101629.8801,0.0,39.0,37.0,26.0,36.0,39.0,36.0,39.0,37,40.0,41.0,33.0,41.0,30.0,41.0
17-jul-18,2,0,17,4.0603209,303.6344,288.9895,0.125488281,101674.6572,0.0,37.0,39.0,37.0,26.0,36.0,39.0,36.0,40,41.0,33.0,41.0,30.0,41.0,44.0
18-jul-18,3,0,26,4.0603209,301.4618,287.13983,0.123657226,101767.1688,0.0,40.0,37.0,39.0,37.0,26.0,36.0,39.0,41,33.0,41.0,30.0,41.0,44.0,46.0
19-jul-18,4,0,36,4.0603209,301.00842,287.13983,0.125976562,101757.5992,0.0,41.0,40.0,37.0,39.0,37.0,26.0,36.0,33,41.0,30.0,41.0,44.0,46.0,35.0
20-jul-18,5,0,46,2.505402196,302.08655,287.13983,0.020629883,101652.0722,0.0,33.0,41.0,40.0,37.0,39.0,37.0,26.0,41,30.0,41.0,44.0,46.0,35.0,36.0
21-jul-18,6,0,57,3.749156208,302.08655,288.11652,0.079589844,101589.953,0.0,41.0,33.0,41.0,40.0,37.0,39.0,37.0,30,41.0,44.0,46.0,35.0,36.0,21.0
22-jul-18,7,0,67,3.749156208,302.08655,287.5307,0.082641602,101666.8853,0.0,30.0,41.0,33.0,41.0,40.0,37.0,39.0,41,44.0,46.0,35.0,36.0,21.0,31.0
23-jul-18,1,0,77,3.749156208,297.5951,286.14905,0.080078125,101715.2004,0.0,41.0,30.0,41.0,33.0,41.0,40.0,37.0,44,46.0,35.0,36.0,21.0,31.0,37.0
24-jul-18,2,0,85,2.717630717,303.11426,286.14905,0.020874023,101674.6339,0.0,44.0,41.0,30.0,41.0,33.0,41.0,40.0,46,35.0,36.0,21.0,31.0,37.0,47.0
25-jul-18,3,0,92,2.717630717,303.11426,286.14905,0.010253906,101583.9176,0.0,46.0,44.0,41.0,30.0,41.0,33.0,41.0,35,36.0,21.0,31.0,37.0,47.0,47.0
26-jul-18,4,0,97,2.634026968,303.11426,286.16443,0.003051758,101517.586,0.0,35.0,46.0,44.0,41.0,30.0,41.0,33.0,36,21.0,31.0,37.0,47.0,47.0,28.0
27-jul-18,5,0,99,2.634026968,305.0354,290.2757,0.00402832,101433.5415,0.0,36.0,35.0,46.0,44.0,41.0,30.0,41.0,21,31.0,37.0,47.0,47.0,28.0,33.0
28-jul-18,6,0,100,2.503817211,305.0354,291.1203,0.00378418,101372.2604,0.0,21.0,36.0,35.0,46.0,44.0,41.0,30.0,31,37.0,47.0,47.0,28.0,33.0,41.0
29-jul-18,7,0,98,3.65631075,305.0354,290.60913,0.008544922,101361.1859,0.0,31.0,21.0,36.0,35.0,46.0,44.0,41.0,37,47.0,47.0,28.0,33.0,41.0,35.0
30-jul-18,1,0,94,3.65631075,303.3578,287.9004,0.007568359,101411.8117,0.0,37.0,31.0,21.0,36.0,35.0,46.0,44.0,47,47.0,28.0,33.0,41.0,35.0,44.0
31-jul-18,2,0,88,3.65631075,304.29614,287.9004,0.004882813,101528.8604,0.0,47.0,37.0,31.0,21.0,36.0,35.0,46.0,47,28.0,33.0,41.0,35.0,44.0,44.0
01-ago-18,3,0,81,3.895846733,304.29614,287.9004,0.001098633,101635.5346,0.0,47.0,47.0,37.0,31.0,21.0,36.0,35.0,28,33.0,41.0,35.0,44.0,44.0,46.0
02-ago-18,4,0,72,3.895846733,304.29614,289.0568,0.002807617,101786.1526,0.0,28.0,47.0,47.0,37.0,31.0,21.0,36.0,33,41.0,35.0,44.0,44.0,46.0,33.0
03-ago-18,5,0,62,3.895846733,305.7058,289.15167,0.002807617,101877.517,0.0,33.0,28.0,47.0,47.0,37.0,31.0,21.0,41,35.0,44.0,44.0,46.0,33.0,34.0
04-ago-18,6,0,51,3.304120567,305.7058,289.15167,0.001831055,101896.2792,0.0,41.0,33.0,28.0,47.0,47.0,37.0,31.0,35,44.0,44.0,46.0,33.0,34.0,34.0
05-ago-18,7,0,41,3.471286403,305.7058,289.15167,0.0,101922.3072,0.0,35.0,41.0,33.0,28.0,47.0,47.0,37.0,44,44.0,46.0,33.0,34.0,34.0,38.0
06-ago-18,1,0,31,3.471286403,305.3777,290.15027,0.0,101894.8968,0.0,44.0,35.0,41.0,33.0,28.0,47.0,47.0,44,46.0,33.0,34.0,34.0,38.0,36.0
07-ago-18,2,0,21,3.471286403,307.90027,290.15027,0.0,101746.1531,0.0,44.0,44.0,35.0,41.0,33.0,28.0,47.0,46,33.0,34.0,34.0,38.0,36.0,46.0
08-ago-18,3,0,13,3.398394205,307.90027,289.53033,0.057006836,101524.2613,0.0,46.0,44.0,44.0,35.0,41.0,33.0,28.0,33,34.0,34.0,38.0,36.0,46.0,48.0
09-ago-18,4,0,7,3.398394205,307.90027,288.95227,0.334106444,101368.1161,0.0,33.0,46.0,44.0,44.0,35.0,41.0,33.0,34,34.0,38.0,36.0,46.0,48.0,33.0
10-ago-18,5,0,3,4.010693379,302.40466,287.47888,0.447998045,101531.8166,0.0,34.0,33.0,46.0,44.0,44.0,35.0,41.0,34,38.0,36.0,46.0,48.0,33.0,35.0
11-ago-18,6,0,0,4.010693379,302.40466,285.97113,0.391357419,101891.6101,0.0,34.0,34.0,33.0,46.0,44.0,44.0,35.0,38,36.0,46.0,48.0,33.0,35.0,43.0
12-ago-18,7,0,0,4.010693379,301.53186,285.41858,0.114624022,102161.1581,0.0,38.0,34.0,34.0,33.0,46.0,44.0,44.0,36,46.0,48.0,33.0,35.0,43.0,33.0
13-ago-18,1,0,2,2.727525988,303.3014,285.41858,0.013061523,102032.6492,0.0,36.0,38.0,34.0,34.0,33.0,46.0,44.0,46,48.0,33.0,35.0,43.0,33.0,40.0
14-ago-18,2,0,7,3.143631936,303.3014,285.41858,0.045410156,101771.0374,0.0,46.0,36.0,38.0,34.0,34.0,33.0,46.0,48,33.0,35.0,43.0,33.0,40.0,46.0
15-ago-18,3,1,13,3.743256054,303.3014,288.12775,0.046386719,101756.164,0.0,48.0,46.0,36.0,38.0,34.0,34.0,33.0,33,35.0,43.0,33.0,40.0,46.0,44.0
16-ago-18,4,0,21,3.743256054,299.63306,286.70148,0.034057617,101880.1017,1.0,33.0,48.0,46.0,36.0,38.0,34.0,34.0,35,43.0,33.0,40.0,46.0,44.0,33.0
17-ago-18,5,0,30,3.743256054,299.63306,286.70148,0.006469727,101895.6069,0.0,35.0,33.0,48.0,46.0,36.0,38.0,34.0,43,33.0,40.0,46.0,44.0,33.0,42.0
18-ago-18,6,0,41,3.814139979,299.63306,285.90332,0.016845703,101915.889,0.0,43.0,35.0,33.0,48.0,46.0,36.0,38.0,33,40.0,46.0,44.0,33.0,42.0,40.0
19-ago-18,7,0,51,3.814139979,298.8546,283.45886,0.016967773,102047.3275,0.0,33.0,43.0,35.0,33.0,48.0,46.0,36.0,40,46.0,44.0,33.0,42.0,40.0,41.0
20-ago-18,1,0,62,3.814139979,298.25244,283.45886,0.01184082,102247.2655,0.0,40.0,33.0,43.0,35.0,33.0,48.0,46.0,46,44.0,33.0,42.0,40.0,41.0,37.0
21-ago-18,2,0,72,3.697057249,298.43018,283.45886,0.00012207,102234.5163,0.0,46.0,40.0,33.0,43.0,35.0,33.0,48.0,44,33.0,42.0,40.0,41.0,37.0,53.0
22-ago-18,3,0,81,3.589860404,301.50427,284.1875,0.00012207,102069.9128,0.0,44.0,46.0,40.0,33.0,43.0,35.0,33.0,33,42.0,40.0,41.0,37.0,53.0,42.0
23-ago-18,4,0,88,3.589860404,303.0432,286.625,0.000610352,101868.1344,0.0,33.0,44.0,46.0,40.0,33.0,43.0,35.0,42,40.0,41.0,37.0,53.0,42.0,33.0
24-ago-18,5,0,94,3.124698191,303.0432,286.625,0.001831055,101795.5328,0.0,42.0,33.0,44.0,46.0,40.0,33.0,43.0,40,41.0,37.0,53.0,42.0,33.0,40.0
25-ago-18,6,0,98,3.380943085,303.0432,287.59723,0.005126953,101894.7976,0.0,40.0,42.0,33.0,44.0,46.0,40.0,33.0,41,37.0,53.0,42.0,33.0,40.0,41.0
26-ago-18,7,0,100,3.380943085,298.74,285.72583,0.008056641,101972.8401,0.0,41.0,40.0,42.0,33.0,44.0,46.0,40.0,37,53.0,42.0,33.0,40.0,41.0,34.0
27-ago-18,1,0,99,3.380943085,298.4912,283.78345,0.006958008,101900.4729,0.0,37.0,41.0,40.0,42.0,33.0,44.0,46.0,53,42.0,33.0,40.0,41.0,34.0,44.0
28-ago-18,2,0,97,3.346343407,302.72705,283.78345,0.003540039,101749.1111,0.0,53.0,37.0,41.0,40.0,42.0,33.0,44.0,42,33.0,40.0,41.0,34.0,44.0,61.0
29-ago-18,3,0,92,3.381857177,303.24146,283.78345,0.006225586,101594.8308,0.0,42.0,53.0,37.0,41.0,40.0,42.0,33.0,33,40.0,41.0,34.0,44.0,61.0,41.0
30-ago-18,4,0,85,3.381857177,303.24146,285.18127,0.012084961,101690.4533,0.0,33.0,42.0,53.0,37.0,41.0,40.0,42.0,40,41.0,34.0,44.0,61.0,41.0,41.0
31-ago-18,5,0,77,3.381857177,303.24146,287.32648,0.012084961,101864.7727,0.0,40.0,33.0,42.0,53.0,37.0,41.0,40.0,41,34.0,44.0,61.0,41.0,41.0,36.0
01-sep-18,6,0,67,3.583834911,297.8197,286.48047,0.005981445,102086.9479,0.0,41.0,40.0,33.0,42.0,53.0,37.0,41.0,34,44.0,61.0,41.0,41.0,36.0,42.0
02-sep-18,7,0,57,3.583834911,298.71472,286.48047,0.000244141,102112.0521,0.0,34.0,41.0,40.0,33.0,42.0,53.0,37.0,44,61.0,41.0,41.0,36.0,42.0,40.0
03-sep-18,1,0,46,3.583834911,301.64392,283.4237,0.000244141,101949.1198,0.0,44.0,34.0,41.0,40.0,33.0,42.0,53.0,61,41.0,41.0,36.0,42.0,40.0,46.0
04-sep-18,2,0,36,3.109415511,301.64392,283.4237,0.000610352,101717.9749,0.0,61.0,44.0,34.0,41.0,40.0,33.0,42.0,41,41.0,36.0,42.0,40.0,46.0,65.0
05-sep-18,3,0,26,2.595631508,301.64392,283.4237,0.01171875,101515.331,0.0,41.0,61.0,44.0,34.0,41.0,40.0,33.0,41,36.0,42.0,40.0,46.0,65.0,39.0
06-sep-18,4,0,17,2.595631508,299.5995,284.62537,0.042602539,101471.9847,0.0,41.0,41.0,61.0,44.0,34.0,41.0,40.0,36,42.0,40.0,46.0,65.0,39.0,53.0
07-sep-18,5,0,10,2.874195129,298.99927,286.64966,0.073242188,101553.541,0.0,36.0,41.0,41.0,61.0,44.0,34.0,41.0,42,40.0,46.0,65.0,39.0,53.0,39.0
08-sep-18,6,0,5,2.874195129,296.1576,286.63562,0.061889649,101681.3282,0.0,42.0,36.0,41.0,41.0,61.0,44.0,34.0,40,46.0,65.0,39.0,53.0,39.0,45.0
09-sep-18,7,0,1,2.874195129,299.38806,284.94257,0.031738282,101761.9202,0.0,40.0,42.0,36.0,41.0,41.0,61.0,44.0,46,65.0,39.0,53.0,39.0,45.0,45.0
10-sep-18,1,0,0,2.684627215,299.38806,284.94257,0.06994629,101907.046,0.0,46.0,40.0,42.0,36.0,41.0,41.0,61.0,65,39.0,53.0,39.0,45.0,45.0,59.0
11-sep-18,2,0,1,2.816802969,299.38806,284.94257,0.06994629,102118.5808,0.0,65.0,46.0,40.0,42.0,36.0,41.0,41.0,39,53.0,39.0,45.0,45.0,59.0,53.0
12-sep-18,3,0,4,2.816802969,299.97754,286.42114,0.075561524,102321.3029,0.0,39.0,65.0,46.0,40.0,42.0,36.0,41.0,53,39.0,45.0,45.0,59.0,53.0,45.0
13-sep-18,4,0,10,2.816802969,299.97754,286.42114,0.01184082,102368.6876,0.0,53.0,39.0,65.0,46.0,40.0,42.0,36.0,39,45.0,45.0,59.0,53.0,45.0,48.0
14-sep-18,5,0,17,3.187725058,299.97754,286.42114,0.013916016,102276.2594,0.0,39.0,53.0,39.0,65.0,46.0,40.0,42.0,45,45.0,59.0,53.0,45.0,48.0,33.0
15-sep-18,6,0,25,3.187725058,299.44238,286.35675,0.0078125,102181.2474,0.0,45.0,39.0,53.0,39.0,65.0,46.0,40.0,45,59.0,53.0,45.0,48.0,33.0,63.0
16-sep-18,7,0,35,3.187725058,299.8175,285.17798,0.002319336,102136.2545,0.0,45.0,45.0,39.0,53.0,39.0,65.0,46.0,59,53.0,45.0,48.0,33.0,63.0,58.0
17-sep-18,1,0,46,3.18767438,300.48804,285.17798,0.000244141,102090.1261,0.0,59.0,45.0,45.0,39.0,53.0,39.0,65.0,53,45.0,48.0,33.0,63.0,58.0,61.0
18-sep-18,2,0,56,3.190434121,302.31403,285.17798,0.0,101974.4435,0.0,53.0,59.0,45.0,45.0,39.0,53.0,39.0,45,48.0,33.0,63.0,58.0,61.0,53.0
19-sep-18,3,0,66,3.190434121,302.31403,285.70508,0.001220703,101835.4417,0.0,45.0,53.0,59.0,45.0,45.0,39.0,53.0,48,33.0,63.0,58.0,61.0,53.0,56.0
20-sep-18,4,0,76,3.190434121,302.31403,288.9198,0.001342773,101841.6441,0.0,48.0,45.0,53.0,59.0,45.0,45.0,39.0,33,63.0,58.0,61.0,53.0,56.0,45.0
21-sep-18,5,0,84,2.168606135,303.3888,288.60126,0.001464844,101881.9489,0.0,33.0,48.0,45.0,53.0,59.0,45.0,45.0,63,58.0,61.0,53.0,56.0,45.0,49.0
22-sep-18,6,0,91,3.174958875,303.3888,288.60126,0.001708984,102003.17,0.0,63.0,33.0,48.0,45.0,53.0,59.0,45.0,58,61.0,53.0,56.0,45.0,49.0,49.0
23-sep-18,7,0,96,3.174958875,303.3888,287.0246,0.001586914,102102.1022,0.0,58.0,63.0,33.0,48.0,45.0,53.0,59.0,61,53.0,56.0,45.0,49.0,49.0,62.0
24-sep-18,1,0,99,3.174958875,301.81836,285.5249,0.001831055,102287.4085,0.0,61.0,58.0,63.0,33.0,48.0,45.0,53.0,53,56.0,45.0,49.0,49.0,62.0,65.0
25-sep-18,2,0,100,4.71386285,301.81836,282.30518,0.005126953,102529.2142,0.0,53.0,61.0,58.0,63.0,33.0,48.0,45.0,56,45.0,49.0,49.0,62.0,65.0,59.0
26-sep-18,3,0,98,4.71386285,301.81836,279.0929,0.005126953,102644.5353,0.0,56.0,53.0,61.0,58.0,63.0,33.0,48.0,45,49.0,49.0,62.0,65.0,59.0,45.0
27-sep-18,4,0,95,4.71386285,297.7472,279.0929,0.018188476,102776.7629,0.0,45.0,56.0,53.0,61.0,58.0,63.0,33.0,49,49.0,62.0,65.0,59.0,45.0,51.0
28-sep-18,5,0,89,4.560087103,299.79938,279.0929,0.013427734,102760.6449,0.0,49.0,45.0,56.0,53.0,61.0,58.0,63.0,49,62.0,65.0,59.0,45.0,51.0,32.0
29-sep-18,6,0,81,4.560087103,299.79938,282.4812,0.013427734,102566.9278,0.0,49.0,49.0,45.0,56.0,53.0,61.0,58.0,62,65.0,59.0,45.0,51.0,32.0,47.0
30-sep-18,7,0,72,3.291378888,299.79938,283.19702,0.000244141,102243.1875,0.0,62.0,49.0,49.0,45.0,56.0,53.0,61.0,65,59.0,45.0,51.0,32.0,47.0,51.0
01-oct-18,1,0,62,3.291378888,298.53625,280.70096,0.000244141,101999.552,0.0,65.0,62.0,49.0,49.0,45.0,56.0,53.0,59,45.0,51.0,32.0,47.0,51.0,50.0
02-oct-18,2,0,52,5.336885886,295.78833,280.70096,0.002197266,102128.6207,0.0,59.0,65.0,62.0,49.0,49.0,45.0,56.0,45,51.0,32.0,47.0,51.0,50.0,58.0
03-oct-18,3,0,41,5.336885886,294.85828,279.37463,0.001953125,102403.5834,0.0,45.0,59.0,65.0,62.0,49.0,49.0,45.0,51,32.0,47.0,51.0,50.0,58.0,41.0
04-oct-18,4,0,31,5.336885886,294.14392,279.37463,0.001953125,102578.7118,0.0,51.0,45.0,59.0,65.0,62.0,49.0,49.0,32,47.0,51.0,50.0,58.0,41.0,51.0
05-oct-18,5,0,22,4.980224609,297.20386,279.37463,0.0,102423.9315,0.0,32.0,51.0,45.0,59.0,65.0,62.0,49.0,47,51.0,50.0,58.0,41.0,51.0,39.0
06-oct-18,6,0,14,3.930830362,297.346,280.25598,0.0,102099.3844,0.0,47.0,32.0,51.0,45.0,59.0,65.0,62.0,51,50.0,58.0,41.0,51.0,39.0,55.0
07-oct-18,7,0,7,3.289561066,297.83154,281.43787,0.351440433,101783.3013,0.0,51.0,47.0,32.0,51.0,45.0,59.0,65.0,50,58.0,41.0,51.0,39.0,55.0,53.0
08-oct-18,1,0,3,4.177339255,297.83154,282.3496,0.703491213,101762.4522,0.0,50.0,51.0,47.0,32.0,51.0,45.0,59.0,58,41.0,51.0,39.0,55.0,53.0,44.0
09-oct-18,2,0,0,4.177339255,297.83154,282.08298,0.708618166,101815.2015,0.0,58.0,50.0,51.0,47.0,32.0,51.0,45.0,41,51.0,39.0,55.0,53.0,44.0,71.0
10-oct-18,3,0,0,4.177339255,290.48575,280.36108,0.358398437,101777.4108,0.0,41.0,58.0,50.0,51.0,47.0,32.0,51.0,51,39.0,55.0,53.0,44.0,71.0,39.0
