Date,Day_of_week,Holiday,Moon_Phase,Average_Temp,Max_temp,Average_wind,Max_wind,Average_mslp,Total_precipitation,Holiday_prev,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7
27/09/2020,7,0,74,290.32,295.27,2.98,4.09,101484.72,0.0,0.0,37.0,42.0,57.0,58.0,53.0,60.0,47.0,24,45.0,40.0,45.0,41.0,42.0,36.0
28/09/2020,1,0,83,288.65,296.59,1.3,2.41,101770.86,0.0,0.0,24.0,37.0,42.0,57.0,58.0,53.0,60.0,45,40.0,45.0,41.0,42.0,36.0,28.0
29/09/2020,2,0,90,290.61,299.39,1.17,2.21,101725.38,0.0,0.0,45.0,24.0,37.0,42.0,57.0,58.0,53.0,40,45.0,41.0,42.0,36.0,28.0,39.0
30/09/2020,3,0,95,291.14,299.96,1.92,3.09,101503.2,0.0,0.0,40.0,45.0,24.0,37.0,42.0,57.0,58.0,45,41.0,42.0,36.0,28.0,39.0,42.0
01/10/2020,4,0,99,290.99,296.44,3.62,5.41,101036.92,0.00012,0.0,45.0,40.0,45.0,24.0,37.0,42.0,57.0,41,42.0,36.0,28.0,39.0,42.0,43.0
02/10/2020,5,0,100,286.15,288.86,6.13,8.58,100010.38,0.01417,0.0,41.0,45.0,40.0,45.0,24.0,37.0,42.0,42,36.0,28.0,39.0,42.0,43.0,42.0
03/10/2020,6,0,99,285.03,290.43,4.03,5.55,100825.52,0.0,0.0,42.0,41.0,45.0,40.0,45.0,24.0,37.0,36,28.0,39.0,42.0,43.0,42.0,51.0
04/10/2020,7,0,96,285.39,291.26,4.01,7.5,101096.37,0.00068,0.0,36.0,42.0,41.0,45.0,40.0,45.0,24.0,28,39.0,42.0,43.0,42.0,51.0,46.0
05/10/2020,1,0,91,286.65,292.78,2.08,2.72,101799.52,0.0,0.0,28.0,36.0,42.0,41.0,45.0,40.0,45.0,39,42.0,43.0,42.0,51.0,46.0,41.0
06/10/2020,2,0,83,289.58,298.03,1.66,2.78,102220.89,0.0,0.0,39.0,28.0,36.0,42.0,41.0,45.0,40.0,42,43.0,42.0,51.0,46.0,41.0,37.0
07/10/2020,3,0,75,291.22,298.71,1.18,2.13,102289.33,0.0,0.0,42.0,39.0,28.0,36.0,42.0,41.0,45.0,43,42.0,51.0,46.0,41.0,37.0,47.0
08/10/2020,4,0,65,290.87,298.84,1.7,2.76,102240.01,0.0,0.0,43.0,42.0,39.0,28.0,36.0,42.0,41.0,42,51.0,46.0,41.0,37.0,47.0,53.0
09/10/2020,5,0,55,291.33,299.71,1.28,1.86,102139.53,0.0,0.0,42.0,43.0,42.0,39.0,28.0,36.0,42.0,51,46.0,41.0,37.0,47.0,53.0,40.0
10/10/2020,6,0,44,290.76,297.93,3.53,5.98,102199.38,0.0,0.0,51.0,42.0,43.0,42.0,39.0,28.0,36.0,46,41.0,37.0,47.0,53.0,40.0,40.0
11/10/2020,7,0,34,286.6,292.35,4.02,4.96,102517.71,0.0,0.0,46.0,51.0,42.0,43.0,42.0,39.0,28.0,41,37.0,47.0,53.0,40.0,40.0,31.0
12/10/2020,1,1,24,285.79,292.42,2.55,4.08,102416.76,0.0,0.0,41.0,46.0,51.0,42.0,43.0,42.0,39.0,37,47.0,53.0,40.0,40.0,31.0,36.0
13/10/2020,2,0,16,288.35,295.97,2.53,4.23,101585.46,1e-05,1.0,37.0,41.0,46.0,51.0,42.0,43.0,42.0,47,53.0,40.0,40.0,31.0,36.0,36.0
14/10/2020,3,0,9,286.41,291.04,3.04,4.89,101324.61,1e-05,0.0,47.0,37.0,41.0,46.0,51.0,42.0,43.0,53,40.0,40.0,31.0,36.0,36.0,39.0
15/10/2020,4,0,4,284.15,290.19,2.38,3.92,101812.55,2e-05,0.0,53.0,47.0,37.0,41.0,46.0,51.0,42.0,40,40.0,31.0,36.0,36.0,39.0,47.0
16/10/2020,5,0,1,282.62,288.98,1.5,2.24,101953.13,0.0,0.0,40.0,53.0,47.0,37.0,41.0,46.0,51.0,40,31.0,36.0,36.0,39.0,47.0,37.0
17/10/2020,6,0,0,283.63,291.93,1.28,1.89,101828.26,0.0,0.0,40.0,40.0,53.0,47.0,37.0,41.0,46.0,31,36.0,36.0,39.0,47.0,37.0,37.0
18/10/2020,7,0,2,285.55,294.59,1.43,1.97,102018.93,0.0,0.0,31.0,40.0,40.0,53.0,47.0,37.0,41.0,36,36.0,39.0,47.0,37.0,37.0,36.0
19/10/2020,1,0,5,289.58,297.92,2.83,4.94,101639.99,0.00499,0.0,36.0,31.0,40.0,40.0,53.0,47.0,37.0,36,39.0,47.0,37.0,37.0,36.0,44.0
20/10/2020,2,0,11,290.24,294.32,4.82,10.15,100884.87,0.01764,0.0,36.0,36.0,31.0,40.0,40.0,53.0,47.0,39,47.0,37.0,37.0,36.0,44.0,40.0
21/10/2020,3,0,19,288.76,290.87,4.01,7.61,101019.98,0.0033,0.0,39.0,36.0,36.0,31.0,40.0,40.0,53.0,47,37.0,37.0,36.0,44.0,40.0,48.0
22/10/2020,4,0,27,286.98,289.29,2.63,3.96,101402.01,0.00751,0.0,47.0,39.0,36.0,36.0,31.0,40.0,40.0,37,37.0,36.0,44.0,40.0,48.0,31.0
23/10/2020,5,0,37,284.78,287.84,3.42,4.75,102235.79,0.00065,0.0,37.0,47.0,39.0,36.0,36.0,31.0,40.0,37,36.0,44.0,40.0,48.0,31.0,49.0
24/10/2020,6,0,48,283.62,288.58,2.44,3.96,102541.08,2e-05,0.0,37.0,37.0,47.0,39.0,36.0,36.0,31.0,36,44.0,40.0,48.0,31.0,49.0,44.0
25/10/2020,7,0,58,284.85,288.09,5.5,8.82,101683.49,0.01077,0.0,36.0,37.0,37.0,47.0,39.0,36.0,36.0,44,40.0,48.0,31.0,49.0,44.0,44.0
26/10/2020,1,0,69,282.54,286.83,2.9,4.48,101838.21,7e-05,0.0,44.0,36.0,37.0,37.0,47.0,39.0,36.0,40,48.0,31.0,49.0,44.0,44.0,46.0
27/10/2020,2,0,78,282.4,287.68,2.43,3.55,102085.57,0.00152,0.0,40.0,44.0,36.0,37.0,37.0,47.0,39.0,48,31.0,49.0,44.0,44.0,46.0,35.0
28/10/2020,3,0,86,283.97,288.37,1.33,1.96,102372.26,3e-05,0.0,48.0,40.0,44.0,36.0,37.0,37.0,47.0,31,49.0,44.0,44.0,46.0,35.0,49.0
29/10/2020,4,0,93,285.81,290.16,0.91,1.67,102732.61,2e-05,0.0,31.0,48.0,40.0,44.0,36.0,37.0,37.0,49,44.0,44.0,46.0,35.0,49.0,39.0
30/10/2020,5,0,97,284.59,293.42,1.33,2.23,102706.03,0.0,0.0,49.0,31.0,48.0,40.0,44.0,36.0,37.0,44,44.0,46.0,35.0,49.0,39.0,33.0
31/10/2020,6,0,100,286.28,295.04,1.42,2.03,102558.63,0.0,0.0,44.0,49.0,31.0,48.0,40.0,44.0,36.0,44,46.0,35.0,49.0,39.0,33.0,29.0
01/11/2020,7,0,100,286.82,294.18,1.12,1.83,102507.36,0.0,0.0,44.0,44.0,49.0,31.0,48.0,40.0,44.0,46,35.0,49.0,39.0,33.0,29.0,38.0
02/11/2020,1,1,98,287.52,293.98,1.06,1.68,102324.81,0.0,0.0,46.0,44.0,44.0,49.0,31.0,48.0,40.0,35,49.0,39.0,33.0,29.0,38.0,41.0
03/11/2020,2,0,94,286.12,289.78,2.61,5.2,102457.88,0.0093,1.0,35.0,46.0,44.0,44.0,49.0,31.0,48.0,49,39.0,33.0,29.0,38.0,41.0,49.0
04/11/2020,3,0,87,282.93,284.1,4.32,5.23,102046.63,0.01306,0.0,49.0,35.0,46.0,44.0,44.0,49.0,31.0,39,33.0,29.0,38.0,41.0,49.0,49.0
05/11/2020,4,0,80,285.64,287.72,4.67,5.53,101870.21,0.00605,0.0,39.0,49.0,35.0,46.0,44.0,44.0,49.0,33,29.0,38.0,41.0,49.0,49.0,48.0
06/11/2020,5,0,70,288.81,292.34,5.37,9.09,101604.14,0.00903,0.0,33.0,39.0,49.0,35.0,46.0,44.0,44.0,29,38.0,41.0,49.0,49.0,48.0,38.0
07/11/2020,6,0,60,285.64,287.92,3.28,4.55,101854.43,0.00481,0.0,29.0,33.0,39.0,49.0,35.0,46.0,44.0,38,41.0,49.0,49.0,48.0,38.0,39.0
08/11/2020,7,0,50,284.23,289.06,1.64,2.82,102289.28,0.00201,0.0,38.0,29.0,33.0,39.0,49.0,35.0,46.0,41,49.0,49.0,48.0,38.0,39.0,35.0
09/11/2020,1,1,39,284.61,289.05,1.32,2.02,102305.32,0.00135,0.0,41.0,38.0,29.0,33.0,39.0,49.0,35.0,49,49.0,48.0,38.0,39.0,35.0,38.0
10/11/2020,2,0,29,283.37,289.51,1.3,2.33,102686.07,1e-05,1.0,49.0,41.0,38.0,29.0,33.0,39.0,49.0,49,48.0,38.0,39.0,35.0,38.0,65.0
11/11/2020,3,0,20,282.79,289.2,1.19,1.88,102544.52,0.0,0.0,49.0,49.0,41.0,38.0,29.0,33.0,39.0,48,38.0,39.0,35.0,38.0,65.0,36.0
12/11/2020,4,0,12,283.16,288.96,1.58,2.11,102255.66,0.0,0.0,48.0,49.0,49.0,41.0,38.0,29.0,33.0,38,39.0,35.0,38.0,65.0,36.0,41.0
13/11/2020,5,0,6,283.71,289.09,1.37,2.07,102127.83,0.0001,0.0,38.0,48.0,49.0,49.0,41.0,38.0,29.0,39,35.0,38.0,65.0,36.0,41.0,46.0
14/11/2020,6,0,2,284.07,286.22,1.28,1.65,102123.47,0.0025,0.0,39.0,38.0,48.0,49.0,49.0,41.0,38.0,35,38.0,65.0,36.0,41.0,46.0,42.0
15/11/2020,7,0,0,286.94,289.9,2.89,5.47,102167.96,0.00073,0.0,35.0,39.0,38.0,48.0,49.0,49.0,41.0,38,65.0,36.0,41.0,46.0,42.0,32.0
16/11/2020,1,0,0,287.36,291.81,1.28,2.2,102365.08,3e-05,0.0,38.0,35.0,39.0,38.0,48.0,49.0,49.0,65,36.0,41.0,46.0,42.0,32.0,38.0
17/11/2020,2,0,3,283.7,289.65,1.3,1.75,102726.5,0.0,0.0,65.0,38.0,35.0,39.0,38.0,48.0,49.0,36,41.0,46.0,42.0,32.0,38.0,50.0
18/11/2020,3,0,8,282.97,289.2,1.06,1.78,102858.64,5e-05,0.0,36.0,65.0,38.0,35.0,39.0,38.0,48.0,41,46.0,42.0,32.0,38.0,50.0,44.0
19/11/2020,4,0,14,285.73,294.0,2.64,3.91,103057.49,0.0,0.0,41.0,36.0,65.0,38.0,35.0,39.0,38.0,46,42.0,32.0,38.0,50.0,44.0,43.0
20/11/2020,5,0,23,283.71,289.91,3.25,4.55,102992.97,0.0,0.0,46.0,41.0,36.0,65.0,38.0,35.0,39.0,42,32.0,38.0,50.0,44.0,43.0,42.0
21/11/2020,6,0,32,281.7,289.31,1.81,2.63,102798.9,0.0,0.0,42.0,46.0,41.0,36.0,65.0,38.0,35.0,32,38.0,50.0,44.0,43.0,42.0,42.0
22/11/2020,7,0,42,279.65,287.07,1.16,1.74,102883.39,0.0,0.0,32.0,42.0,46.0,41.0,36.0,65.0,38.0,38,50.0,44.0,43.0,42.0,42.0,34.0
23/11/2020,1,0,53,280.0,288.72,1.09,1.92,102744.61,0.0,0.0,38.0,32.0,42.0,46.0,41.0,36.0,65.0,50,44.0,43.0,42.0,42.0,34.0,39.0
24/11/2020,2,0,63,278.86,286.42,1.21,1.68,102318.4,0.0,0.0,50.0,38.0,32.0,42.0,46.0,41.0,36.0,44,43.0,42.0,42.0,34.0,39.0,38.0
25/11/2020,3,0,73,281.55,286.69,2.42,4.96,101523.4,0.00585,0.0,44.0,50.0,38.0,32.0,42.0,46.0,41.0,43,42.0,42.0,34.0,39.0,38.0,50.0
26/11/2020,4,0,82,284.13,286.48,4.27,5.32,101103.71,0.00371,0.0,43.0,44.0,50.0,38.0,32.0,42.0,46.0,42,42.0,34.0,39.0,38.0,50.0,45.0
27/11/2020,5,0,89,283.11,284.42,3.28,4.04,100881.98,0.00286,0.0,42.0,43.0,44.0,50.0,38.0,32.0,42.0,42,34.0,39.0,38.0,50.0,45.0,42.0
28/11/2020,6,0,95,281.23,283.64,1.62,2.37,100820.03,0.00013,0.0,42.0,42.0,43.0,44.0,50.0,38.0,32.0,34,39.0,38.0,50.0,45.0,42.0,37.0
29/11/2020,7,0,99,280.88,285.98,1.54,2.33,101691.51,0.0,0.0,34.0,42.0,42.0,43.0,44.0,50.0,38.0,39,38.0,50.0,45.0,42.0,37.0,27.0
30/11/2020,1,0,100,281.0,287.54,2.0,2.37,102242.15,0.0,0.0,39.0,34.0,42.0,42.0,43.0,44.0,50.0,38,50.0,45.0,42.0,37.0,27.0,32.0
01/12/2020,2,0,99,280.78,287.6,1.9,2.64,102205.43,0.0,0.0,38.0,39.0,34.0,42.0,42.0,43.0,44.0,50,45.0,42.0,37.0,27.0,32.0,53.0
02/12/2020,3,0,96,280.0,283.43,2.96,5.62,101786.45,0.0,0.0,50.0,38.0,39.0,34.0,42.0,42.0,43.0,45,42.0,37.0,27.0,32.0,53.0,43.0
03/12/2020,4,0,91,276.71,282.08,2.88,4.99,101344.94,0.00325,0.0,45.0,50.0,38.0,39.0,34.0,42.0,42.0,42,37.0,27.0,32.0,53.0,43.0,40.0
04/12/2020,5,0,84,278.61,280.26,4.76,6.57,99846.49,0.00397,0.0,42.0,45.0,50.0,38.0,39.0,34.0,42.0,37,27.0,32.0,53.0,43.0,40.0,37.0
05/12/2020,6,0,75,276.68,279.86,3.72,5.47,100558.66,0.0,0.0,37.0,42.0,45.0,50.0,38.0,39.0,34.0,27,32.0,53.0,43.0,40.0,37.0,46.0
06/12/2020,7,0,66,277.68,281.18,3.98,5.37,101194.19,0.00027,0.0,27.0,37.0,42.0,45.0,50.0,38.0,39.0,32,53.0,43.0,40.0,37.0,46.0,33.0
07/12/2020,1,1,55,281.56,284.42,6.04,7.4,100902.2,0.00865,0.0,32.0,27.0,37.0,42.0,45.0,50.0,38.0,53,43.0,40.0,37.0,46.0,33.0,49.0
08/12/2020,2,1,45,279.86,282.72,4.34,5.77,101235.59,0.00089,1.0,53.0,32.0,27.0,37.0,42.0,45.0,50.0,43,40.0,37.0,46.0,33.0,49.0,59.0
09/12/2020,3,0,34,278.07,282.48,2.56,3.57,101988.72,0.00195,1.0,43.0,53.0,32.0,27.0,37.0,42.0,45.0,40,37.0,46.0,33.0,49.0,59.0,35.0
10/12/2020,4,0,25,282.94,286.45,4.8,6.04,101340.72,0.004,0.0,40.0,43.0,53.0,32.0,27.0,37.0,42.0,37,46.0,33.0,49.0,59.0,35.0,44.0
11/12/2020,5,0,16,286.56,288.0,6.07,8.63,100923.31,0.00197,0.0,37.0,40.0,43.0,53.0,32.0,27.0,37.0,46,33.0,49.0,59.0,35.0,44.0,44.0
12/12/2020,6,0,9,283.78,287.47,2.98,4.3,101486.55,4e-05,0.0,46.0,37.0,40.0,43.0,53.0,32.0,27.0,33,49.0,59.0,35.0,44.0,44.0,47.0
13/12/2020,7,0,4,280.93,285.72,1.44,1.89,101696.11,5e-05,0.0,33.0,46.0,37.0,40.0,43.0,53.0,32.0,49,59.0,35.0,44.0,44.0,47.0,54.0
14/12/2020,1,0,1,282.91,286.38,2.26,4.41,101283.29,0.00533,0.0,49.0,33.0,46.0,37.0,40.0,43.0,53.0,59,35.0,44.0,44.0,47.0,54.0,53.0
15/12/2020,2,0,0,281.73,284.46,3.37,4.31,101672.8,0.00043,0.0,59.0,49.0,33.0,46.0,37.0,40.0,43.0,35,44.0,44.0,47.0,54.0,53.0,47.0
16/12/2020,3,0,1,280.92,284.32,2.17,4.04,101676.48,0.00062,0.0,35.0,59.0,49.0,33.0,46.0,37.0,40.0,44,44.0,47.0,54.0,53.0,47.0,53.0
17/12/2020,4,0,5,282.41,286.6,1.15,1.62,102235.42,2e-05,0.0,44.0,35.0,59.0,49.0,33.0,46.0,37.0,44,47.0,54.0,53.0,47.0,53.0,49.0
18/12/2020,5,0,11,280.1,283.31,0.78,1.34,102387.92,0.00076,0.0,44.0,44.0,35.0,59.0,49.0,33.0,46.0,47,54.0,53.0,47.0,53.0,49.0,56.0
19/12/2020,6,0,18,281.39,282.9,2.11,3.35,102129.75,0.0031,0.0,47.0,44.0,44.0,35.0,59.0,49.0,33.0,54,53.0,47.0,53.0,49.0,56.0,28.0
20/12/2020,7,0,27,280.84,284.47,1.07,2.06,102543.24,0.00013,0.0,54.0,47.0,44.0,44.0,35.0,59.0,49.0,53,47.0,53.0,49.0,56.0,28.0,38.0
21/12/2020,1,0,37,280.62,283.52,1.19,1.65,103033.7,0.0,0.0,53.0,54.0,47.0,44.0,44.0,35.0,59.0,47,53.0,49.0,56.0,28.0,38.0,50.0
22/12/2020,2,0,47,281.65,284.9,1.04,1.59,102853.86,2e-05,0.0,47.0,53.0,54.0,47.0,44.0,44.0,35.0,53,49.0,56.0,28.0,38.0,50.0,54.0
23/12/2020,3,0,58,280.35,282.89,1.27,2.1,102620.04,0.00055,0.0,53.0,47.0,53.0,54.0,47.0,44.0,44.0,49,56.0,28.0,38.0,50.0,54.0,44.0
24/12/2020,4,0,68,281.92,283.46,1.51,3.42,102389.45,0.00184,0.0,49.0,53.0,47.0,53.0,54.0,47.0,44.0,56,28.0,38.0,50.0,54.0,44.0,46.0
25/12/2020,5,1,78,277.25,281.74,3.61,6.1,102794.51,0.0,0.0,56.0,49.0,53.0,47.0,53.0,54.0,47.0,28,38.0,50.0,54.0,44.0,46.0,23.0
26/12/2020,6,0,86,275.46,281.94,2.08,3.15,102888.71,0.0,1.0,28.0,56.0,49.0,53.0,47.0,53.0,54.0,38,50.0,54.0,44.0,46.0,23.0,22.0
27/12/2020,7,0,92,274.88,280.12,3.47,7.32,101622.82,0.00235,0.0,38.0,28.0,56.0,49.0,53.0,47.0,53.0,50,54.0,44.0,46.0,23.0,22.0,49.0
28/12/2020,1,0,97,279.69,282.61,5.79,8.45,100355.56,0.00029,0.0,50.0,38.0,28.0,56.0,49.0,53.0,47.0,54,44.0,46.0,23.0,22.0,49.0,42.0
29/12/2020,2,0,100,277.02,281.09,4.07,5.4,100852.23,0.00036,0.0,54.0,50.0,38.0,28.0,56.0,49.0,53.0,44,46.0,23.0,22.0,49.0,42.0,60.0
30/12/2020,3,0,100,276.09,281.23,2.13,3.21,101819.54,0.0,0.0,44.0,54.0,50.0,38.0,28.0,56.0,49.0,46,23.0,22.0,49.0,42.0,60.0,41.0
31/12/2020,4,0,98,275.45,280.2,3.0,5.35,101643.65,0.00555,0.0,46.0,44.0,54.0,50.0,38.0,28.0,56.0,23,22.0,49.0,42.0,60.0,41.0,33.0
01/01/2021,5,1,94,276.86,280.25,3.09,4.68,101130.87,0.00022,0.0,23.0,46.0,44.0,54.0,50.0,38.0,28.0,22,49.0,42.0,60.0,41.0,33.0,48.0
02/01/2021,6,0,88,274.57,278.19,2.99,5.59,101540.62,3e-05,1.0,22.0,23.0,46.0,44.0,54.0,50.0,38.0,49,42.0,60.0,41.0,33.0,48.0,36.0
03/01/2021,7,0,80,274.96,280.41,2.32,3.35,101654.12,4e-05,0.0,49.0,22.0,23.0,46.0,44.0,54.0,50.0,42,60.0,41.0,33.0,48.0,36.0,7.0
04/01/2021,1,0,71,275.19,278.98,2.58,4.59,101286.59,0.0001,0.0,42.0,49.0,22.0,23.0,46.0,44.0,54.0,60,41.0,33.0,48.0,36.0,7.0,8.0
05/01/2021,2,0,61,272.94,277.77,1.06,1.54,101378.91,0.0,0.0,60.0,42.0,49.0,22.0,23.0,46.0,44.0,41,33.0,48.0,36.0,7.0,8.0,20.0
06/01/2021,3,1,50,272.67,279.57,1.97,3.07,101427.33,4e-05,0.0,41.0,60.0,42.0,49.0,22.0,23.0,46.0,33,48.0,36.0,7.0,8.0,20.0,29.0
07/01/2021,4,0,40,273.35,274.44,2.84,3.57,101395.37,0.00504,1.0,33.0,41.0,60.0,42.0,49.0,22.0,23.0,48,36.0,7.0,8.0,20.0,29.0,19.0
08/01/2021,5,0,30,272.98,274.29,4.03,5.25,101070.02,0.03007,0.0,48.0,33.0,41.0,60.0,42.0,49.0,22.0,36,7.0,8.0,20.0,29.0,19.0,49.0
09/01/2021,6,0,20,273.64,274.69,3.9,5.9,100552.31,0.0121,0.0,36.0,48.0,33.0,41.0,60.0,42.0,49.0,7,8.0,20.0,29.0,19.0,49.0,36.0
10/01/2021,7,0,13,273.95,276.64,2.97,4.17,101349.77,0.0,0.0,7.0,36.0,48.0,33.0,41.0,60.0,42.0,8,20.0,29.0,19.0,49.0,36.0,42.0
11/01/2021,1,0,6,271.62,277.47,2.72,4.07,102333.95,0.0,0.0,8.0,7.0,36.0,48.0,33.0,41.0,60.0,20,29.0,19.0,49.0,36.0,42.0,40.0
12/01/2021,2,0,2,270.8,277.08,0.93,1.81,103134.01,0.0,0.0,20.0,8.0,7.0,36.0,48.0,33.0,41.0,29,19.0,49.0,36.0,42.0,40.0,46.0
13/01/2021,3,0,0,271.09,278.96,1.39,2.11,103153.85,0.0,0.0,29.0,20.0,8.0,7.0,36.0,48.0,33.0,19,49.0,36.0,42.0,40.0,46.0,33.0
14/01/2021,4,0,0,271.64,278.95,1.47,2.55,102903.21,0.0,0.0,19.0,29.0,20.0,8.0,7.0,36.0,48.0,49,36.0,42.0,40.0,46.0,33.0,37.0
15/01/2021,5,0,3,273.18,279.28,1.5,2.31,102946.89,0.0,0.0,49.0,19.0,29.0,20.0,8.0,7.0,36.0,36,42.0,40.0,46.0,33.0,37.0,37.0
16/01/2021,6,0,7,272.81,280.61,1.35,2.02,103045.59,0.0,0.0,36.0,49.0,19.0,29.0,20.0,8.0,7.0,42,40.0,46.0,33.0,37.0,37.0,31.0
17/01/2021,7,0,14,271.93,280.07,1.45,2.23,103112.31,0.0,0.0,42.0,36.0,49.0,19.0,29.0,20.0,8.0,40,46.0,33.0,37.0,37.0,31.0,36.0
18/01/2021,1,0,22,273.23,281.94,1.57,2.66,102933.92,0.0,0.0,40.0,42.0,36.0,49.0,19.0,29.0,20.0,46,33.0,37.0,37.0,31.0,36.0,45.0
19/01/2021,2,0,31,271.61,277.92,1.58,2.21,102622.05,7e-05,0.0,46.0,40.0,42.0,36.0,49.0,19.0,29.0,33,37.0,37.0,31.0,36.0,45.0,42.0
20/01/2021,3,0,42,276.91,280.06,3.92,5.4,101407.18,0.00538,0.0,33.0,46.0,40.0,42.0,36.0,49.0,19.0,37,37.0,31.0,36.0,45.0,42.0,39.0
21/01/2021,4,0,52,281.07,282.59,5.1,6.16,101427.74,0.0035,0.0,37.0,33.0,46.0,40.0,42.0,36.0,49.0,37,31.0,36.0,45.0,42.0,39.0,53.0
22/01/2021,5,0,63,280.86,283.12,6.39,10.43,101158.08,0.00194,0.0,37.0,37.0,33.0,46.0,40.0,42.0,36.0,31,36.0,45.0,42.0,39.0,53.0,62.0
23/01/2021,6,0,73,280.03,283.7,5.88,7.99,101487.8,0.00451,0.0,31.0,37.0,37.0,33.0,46.0,40.0,42.0,36,45.0,42.0,39.0,53.0,62.0,43.0
24/01/2021,7,0,82,282.78,285.12,4.62,6.31,101367.08,0.00086,0.0,36.0,31.0,37.0,37.0,33.0,46.0,40.0,45,42.0,39.0,53.0,62.0,43.0,32.0
25/01/2021,1,0,89,284.04,286.43,5.43,7.83,101389.16,0.00293,0.0,45.0,36.0,31.0,37.0,37.0,33.0,46.0,42,39.0,53.0,62.0,43.0,32.0,39.0
26/01/2021,2,0,95,284.77,287.22,2.45,3.6,102278.73,0.00021,0.0,42.0,45.0,36.0,31.0,37.0,37.0,33.0,39,53.0,62.0,43.0,32.0,39.0,46.0
27/01/2021,3,0,98,286.56,291.24,1.99,2.42,102556.72,6e-05,0.0,39.0,42.0,45.0,36.0,31.0,37.0,37.0,53,62.0,43.0,32.0,39.0,46.0,58.0
28/01/2021,4,0,100,283.61,286.92,1.42,2.0,102567.97,3e-05,0.0,53.0,39.0,42.0,45.0,36.0,31.0,37.0,62,43.0,32.0,39.0,46.0,58.0,46.0
29/01/2021,5,0,99,283.0,287.61,1.93,3.81,102242.01,0.00159,0.0,62.0,53.0,39.0,42.0,45.0,36.0,31.0,43,32.0,39.0,46.0,58.0,46.0,63.0
30/01/2021,6,0,96,283.42,286.02,5.59,7.28,101423.15,0.00245,0.0,43.0,62.0,53.0,39.0,42.0,45.0,36.0,32,39.0,46.0,58.0,46.0,63.0,46.0
31/01/2021,7,0,91,282.96,285.05,5.28,7.17,101428.13,0.00113,0.0,32.0,43.0,62.0,53.0,39.0,42.0,45.0,39,46.0,58.0,46.0,63.0,46.0,45.0
01/02/2021,1,0,84,284.46,289.0,4.94,6.63,101617.77,7e-05,0.0,39.0,32.0,43.0,62.0,53.0,39.0,42.0,46,58.0,46.0,63.0,46.0,45.0,51.0
02/02/2021,2,0,76,283.49,285.89,3.43,4.48,101896.59,0.00025,0.0,46.0,39.0,32.0,43.0,62.0,53.0,39.0,58,46.0,63.0,46.0,45.0,51.0,67.0
03/02/2021,3,0,66,283.94,286.29,2.91,3.78,101563.29,0.00018,0.0,58.0,46.0,39.0,32.0,43.0,62.0,53.0,46,63.0,46.0,45.0,51.0,67.0,46.0
04/02/2021,4,0,56,284.38,288.26,2.39,4.39,101105.96,0.0015,0.0,46.0,58.0,46.0,39.0,32.0,43.0,62.0,63,46.0,45.0,51.0,67.0,46.0,37.0
05/02/2021,5,0,45,284.42,290.19,2.56,4.52,100425.55,0.00207,0.0,63.0,46.0,58.0,46.0,39.0,32.0,43.0,46,45.0,51.0,67.0,46.0,37.0,49.0
06/02/2021,6,0,35,282.21,284.04,2.33,3.57,100327.16,0.0056,0.0,46.0,63.0,46.0,58.0,46.0,39.0,32.0,45,51.0,67.0,46.0,37.0,49.0,52.0
07/02/2021,7,0,25,280.55,283.45,3.19,5.46,100830.67,0.00312,0.0,45.0,46.0,63.0,46.0,58.0,46.0,39.0,51,67.0,46.0,37.0,49.0,52.0,56.0
08/02/2021,1,0,17,281.23,283.44,5.42,7.0,100552.8,0.00479,0.0,51.0,45.0,46.0,63.0,46.0,58.0,46.0,67,46.0,37.0,49.0,52.0,56.0,45.0
09/02/2021,2,0,9,281.1,282.69,6.23,9.22,100643.24,0.01279,0.0,67.0,51.0,45.0,46.0,63.0,46.0,58.0,46,37.0,49.0,52.0,56.0,45.0,66.0
10/02/2021,3,0,4,283.01,287.3,4.96,7.75,101138.96,0.00014,0.0,46.0,67.0,51.0,45.0,46.0,63.0,46.0,37,49.0,52.0,56.0,45.0,66.0,68.0
11/02/2021,4,0,1,283.47,286.53,2.58,3.98,102002.45,0.00132,0.0,37.0,46.0,67.0,51.0,45.0,46.0,63.0,49,52.0,56.0,45.0,66.0,68.0,46.0
12/02/2021,5,0,0,284.54,287.8,3.84,5.89,102073.52,0.00087,0.0,49.0,37.0,46.0,67.0,51.0,45.0,46.0,52,56.0,45.0,66.0,68.0,46.0,40.0
13/02/2021,6,0,1,282.21,288.98,1.33,2.03,102624.96,0.0,0.0,52.0,49.0,37.0,46.0,67.0,51.0,45.0,56,45.0,66.0,68.0,46.0,40.0,53.0
14/02/2021,7,0,5,282.15,289.44,1.83,3.37,102965.02,2e-05,0.0,56.0,52.0,49.0,37.0,46.0,67.0,51.0,45,66.0,68.0,46.0,40.0,53.0,35.0
15/02/2021,1,0,10,283.01,288.66,2.35,3.44,103193.04,3e-05,0.0,45.0,56.0,52.0,49.0,37.0,46.0,67.0,66,68.0,46.0,40.0,53.0,35.0,45.0
16/02/2021,2,0,18,281.81,289.16,1.97,3.06,102791.09,0.0,0.0,66.0,45.0,56.0,52.0,49.0,37.0,46.0,68,46.0,40.0,53.0,35.0,45.0,51.0
